40,0.0122372
41,0.013478
42,0.0142396
43,0.0143585
44,0.0144871
45,0.0162794
46,0.0166084
47,0.0203063
48,0.0265643
49,0.0263149
50,0.0345305
51,0.0450079
52,0.0611819
1,0.0533711
2,0.0409049
3,0.0397007
4,0.0416348
5,0.0387995
6,0.0345752
7,0.0307142
8,0.0286241
9,0.0238244
10,0.0236693
11,0.0224192
12,0.0210095
13,0.0204023
14,0.0196827
15,0.0177199
16,0.0153335
17,0.0145036
18,0.0147966
19,0.0145619
20,0.0137692
21,0.013587
22,0.013254
23,0.0117653
24,0.0114675
25,0.010038
26,0.0103201
27,0.0101246
28,0.00894391
29,0.00855559
30,0.00836482
31,0.00837059
32,0.00853669
33,0.00847639
34,0.00879907
35,0.00923087
36,0.010085
37,0.0109155
38,0.0115188
39,0.012598
