40,0.0113505295
41,0.0125256288
42,0.0124569557
43,0.0126773796
44,0.0143722946
45,0.0153341247
46,0.016944544
47,0.0199150244
48,0.0181304533
49,0.020142579
50,0.0255659129
51,0.0338184859
52,0.0343172311
1,0.0269151111
2,0.029106289
3,0.0349231895
4,0.040036963
5,0.0443533676
6,0.0424214816
7,0.0439718615
8,0.0390255649
9,0.0315072752
10,0.0272422336
11,0.0233335625
12,0.0192500031
13,0.0175242604
14,0.0157703655
15,0.0135765577
16,0.0131223099
17,0.0114937467
18,0.0111450566
19,0.0110984489
20,0.0105240256
21,0.0103536473
22,0.0111776582
23,0.0098294945
24,0.0092519444
25,0.0083553111
26,0.0083239267
27,0.0085559101
28,0.0070694942
29,0.006943868
30,0.0068797617
31,0.0064474299
32,0.0067532985
33,0.0072822971
34,0.0080652626
35,0.0086040844
36,0.0093607537
37,0.009666827
38,0.0099600708
39,0.0110846352
