40,0.0113249
41,0.0121121
42,0.0125682
43,0.0137097
44,0.0142956
45,0.0153588
46,0.0160267
47,0.0173267
48,0.0209839
49,0.0221374
50,0.0241674
51,0.0303071
52,0.0438724
1,0.042112
2,0.0346492
3,0.0331698
4,0.032407
5,0.0288598
6,0.0262172
7,0.0234067
8,0.0212059
9,0.0191094
10,0.019023
11,0.0176619
12,0.0185791
13,0.0182094
14,0.0183453
15,0.0175446
16,0.0151636
17,0.0140334
18,0.012593
19,0.0132482
20,0.0127576
21,0.0129483
22,0.012261
23,0.0114538
24,0.010678
25,0.0107269
26,0.0101298
27,0.00994705
28,0.00880862
29,0.00858173
30,0.00805152
31,0.00818781
32,0.00783735
33,0.00848703
34,0.00834146
35,0.00905981
36,0.0104506
37,0.0116816
38,0.0127649
39,0.0129758
